,architecture,batch_size,convolution_kernel_size,data_total_rows_test,data_total_rows_train,data_total_rows_valid,dropout,fit_best_round,fit_dt_test_duration_seconds,fit_dt_test_end,fit_dt_test_start,fit_dt_train_duration_seconds,fit_dt_train_end,fit_dt_train_start,fit_num_epochs,fit_stopped_epoch1,fit_stopped_epoch2,fit_stopped_epoch3,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,frame_size,layer_1_size,layer_2_size,layer_3_size,model_id,model_param_count,model_weights_path,num_features,path_model,pooling,pretrained_model_name,sequence_length,sequence_model,sequence_model_layers,verbose
1632,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,13,2019-01-22 06:16:20,2019-01-22 06:16:07,1247,2019-01-22 06:15:56,2019-01-22 05:55:09,14,7,2,2,0.7036682615629983,0.9580180672156808,0.10256159413362066,0.9532950070318063,0.13206273652194592,"[224, 224]",128,256,256,3115,510343,,512.0,/mnt/seals/models/3115/,max,vgg16,5.0,SimpleRNN,2.0,True
173,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,32,2019-01-23 05:36:12,2019-01-23 05:35:40,2666,2019-01-23 05:35:21,2019-01-23 04:50:54,20,2,3,12,0.7274760383386581,0.9630055489890471,0.09128782516931169,0.95326666425414,0.13343987281563208,"[224, 224]",128,256,0,4667,182407,,512.0,/mnt/seals/models/4667/,max,vgg16,10.0,SimpleRNN,2.0,True
65,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,17,2019-01-24 11:03:01,2019-01-24 11:02:44,3757,2019-01-24 11:02:29,2019-01-24 09:59:51,17,10,3,1,0.7325878594249201,0.9779135520992027,0.05532959021469267,0.953266661943738,0.13417653294606818,"[224, 224]",128,512,128,4625,2297351,,512.0,/mnt/seals/models/4625/,max,vgg16,10.0,LSTM,2.0,True
2969,video_lrcnn_frozen,32,3,3120,60179,6378,0.2,2.0,7,2019-01-25 11:06:00,2019-01-25 11:05:53,3782,2019-01-25 11:05:51,2019-01-25 10:02:48,9,2,3,1,0.7285256410256411,0.9791052042462358,0.05294850229602959,0.953254506519948,0.15045543091635077,"[224, 224]",256,256,128,5292,1969159,,512.0,/mnt/seals/models/5292/,max,vgg16,20.0,LSTM,2.0,True
2283,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,14,2019-01-24 07:11:31,2019-01-24 07:11:17,2313,2019-01-24 07:11:05,2019-01-24 06:32:31,11,1,1,6,0.7226837060702875,0.9561937082380065,0.10812585626510077,0.9532443351132976,0.1285708406477207,"[224, 224]",256,256,0,4541,986375,,512.0,/mnt/seals/models/4541/,max,vgg16,10.0,GRU,2.0,True
1190,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,32,2019-01-23 06:07:55,2019-01-23 06:07:22,1832,2019-01-23 06:07:01,2019-01-23 05:36:29,9,2,2,2,0.7380191693290734,0.9507939038269725,0.12104239963166147,0.9532220074630372,0.14019875587076275,"[224, 224]",128,128,128,4691,279815,,512.0,/mnt/seals/models/4691/,max,vgg16,10.0,SimpleRNN,2.0,True
3038,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,28,2019-01-23 02:02:44,2019-01-23 02:02:16,2645,2019-01-23 02:01:58,2019-01-23 01:17:52,21,14,3,1,0.7252396166134185,0.9583200444265139,0.10530036207625944,0.9532220050967384,0.1591132047885133,"[224, 224]",256,256,128,4531,656903,,512.0,/mnt/seals/models/4531/,max,vgg16,10.0,SimpleRNN,2.0,True
723,video_lrcnn_frozen,32,3,3125,60289,6388,0.2,3.0,2,2019-01-25 09:22:31,2019-01-25 09:22:28,1622,2019-01-25 09:22:26,2019-01-25 08:55:24,13,3,2,5,0.75552,0.9694590223148152,0.07599952414839391,0.9531935050327777,0.14793542037737242,"[224, 224]",512,256,512,5274,2691847,,512.0,/mnt/seals/models/5274/,max,vgg16,15.0,SimpleRNN,2.0,True
3253,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,13,2019-01-24 05:17:01,2019-01-24 05:16:48,2010,2019-01-24 05:16:36,2019-01-24 04:43:06,8,3,1,1,0.7198083067092651,0.9692852176819244,0.07668719292967448,0.9531773492558817,0.1405644633269526,"[224, 224]",256,256,128,4533,1313287,,512.0,/mnt/seals/models/4533/,max,vgg16,10.0,GRU,2.0,True
3129,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,31,2019-01-23 06:12:19,2019-01-23 06:11:47,2353,2019-01-23 06:11:26,2019-01-23 05:32:13,15,1,5,6,0.6865814696485624,0.9714399360965409,0.07182090848618439,0.9531326937690382,0.11751066515103993,"[224, 224]",256,128,256,5067,969095,,2048.0,/mnt/seals/models/5067/,max,resnet50,10.0,SimpleRNN,2.0,True
2697,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,11,2019-01-24 01:47:42,2019-01-24 01:47:31,3905,2019-01-24 01:47:22,2019-01-24 00:42:16,23,3,10,7,0.7309904153354633,0.9754040507068756,0.062254074506688475,0.9531103650008413,0.13501041818313503,"[224, 224]",512,256,512,4389,3479815,,512.0,/mnt/seals/models/4389/,max,vgg16,10.0,GRU,2.0,True
2589,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,28,2019-01-23 00:00:42,2019-01-23 00:00:13,2696,2019-01-22 23:59:55,2019-01-22 23:14:58,20,2,1,14,0.7354632587859424,0.9652383211687362,0.08610765451284781,0.9531103639388018,0.14660130490564338,"[224, 224]",512,256,128,4403,1050375,,512.0,/mnt/seals/models/4403/,max,vgg16,10.0,SimpleRNN,2.0,True
133,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,30,2019-01-23 03:52:56,2019-01-23 03:52:26,1883,2019-01-23 03:52:05,2019-01-23 03:20:41,11,3,4,1,0.7351437699680512,0.9605386224654983,0.09841903502359306,0.953088032114912,0.1314075924211571,"[224, 224]",128,512,128,4627,1066631,,512.0,/mnt/seals/models/4627/,max,vgg16,10.0,SimpleRNN,2.0,True
3320,video_lrcnn_frozen,32,3,3090,59519,6318,0.2,1.0,11,2019-01-25 18:04:08,2019-01-25 18:03:57,9608,2019-01-25 18:03:55,2019-01-25 15:23:47,11,1,5,2,0.7537216828478964,0.9684734647828294,0.08208632228543984,0.9530140800391544,0.1322673117814467,"[224, 224]",256,512,256,5311,8918023,,512.0,/mnt/seals/models/5311/,max,vgg16,50.0,LSTM,2.0,True
674,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,30,2019-01-22 18:38:46,2019-01-22 18:38:16,1982,2019-01-22 18:37:50,2019-01-22 18:04:48,6,1,1,1,0.7055821371610845,0.9660050697933374,0.08333265615420955,0.9529828943414486,0.13130189716518298,"[224, 224]",256,512,512,2945,3677191,,512.0,/mnt/seals/models/2945/,max,vgg16,5.0,LSTM,2.0,True
1567,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,25,2019-01-22 21:51:27,2019-01-22 21:51:01,2357,2019-01-22 21:50:45,2019-01-22 21:11:28,15,5,4,3,0.7345047923322684,0.9648007543796076,0.08756209323635573,0.9529540679275188,0.1434548811398379,"[224, 224]",512,512,256,4363,2362375,,512.0,/mnt/seals/models/4363/,max,vgg16,10.0,SimpleRNN,2.0,True
1355,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,13,2019-01-24 04:25:39,2019-01-24 04:25:26,2492,2019-01-24 04:25:15,2019-01-24 03:43:43,9,2,1,3,0.7424920127795527,0.9738926720221699,0.06562665614903103,0.952954066511466,0.14077340552502404,"[224, 224]",512,256,0,4409,2888455,,512.0,/mnt/seals/models/4409/,max,vgg16,10.0,LSTM,2.0,True
1434,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,10,2019-01-24 00:42:02,2019-01-24 00:41:51,2609,2019-01-24 00:41:42,2019-01-23 23:58:12,13,5,1,4,0.7408945686900958,0.9685780163361861,0.07829807717526112,0.9529540661947173,0.13798956384124814,"[224, 224]",512,512,256,4365,4461575,,512.0,/mnt/seals/models/4365/,max,vgg16,10.0,GRU,2.0,True
738,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,13,2019-01-24 04:39:18,2019-01-24 04:39:05,4259,2019-01-24 04:38:54,2019-01-24 03:27:54,21,6,5,7,0.7364217252396166,0.9772654806226075,0.056117301266477286,0.9529540654494264,0.13672819401499406,"[224, 224]",512,256,256,4393,3544071,,512.0,/mnt/seals/models/4393/,max,vgg16,10.0,LSTM,2.0,True
2118,video_lrcnn_frozen,32,3,3125,60289,6388,0.2,3.0,2,2019-01-25 08:47:44,2019-01-25 08:47:41,1808,2019-01-25 08:47:40,2019-01-25 08:17:31,13,2,7,1,0.7401599999999999,0.9707883340894131,0.07284000704143904,0.9529475051310187,0.1638641580799332,"[224, 224]",512,512,512,5267,4985863,,512.0,/mnt/seals/models/5267/,max,vgg16,15.0,SimpleRNN,2.0,True
2973,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,33,2019-01-23 07:03:13,2019-01-23 07:02:39,3240,2019-01-23 07:02:18,2019-01-23 06:08:18,21,6,3,9,0.694888178913738,0.967435612897845,0.08510830844601919,0.9529317351347508,0.1285137661772618,"[224, 224]",512,512,128,4883,2492423,,2048.0,/mnt/seals/models/4883/,max,resnet50,10.0,SimpleRNN,2.0,True
2787,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,14,2019-01-24 06:11:13,2019-01-24 06:10:59,2552,2019-01-24 06:10:48,2019-01-24 05:28:15,9,2,2,2,0.7386581469648562,0.9739612634731571,0.06575642992194983,0.9528870811012247,0.13591017173245087,"[224, 224]",512,128,0,4441,2428295,,512.0,/mnt/seals/models/4441/,max,vgg16,10.0,LSTM,2.0,True
113,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,12,2019-01-24 05:01:54,2019-01-24 05:01:41,2727,2019-01-24 05:01:30,2019-01-24 04:16:03,14,3,3,5,0.721405750798722,0.9720927371902023,0.07041378761093132,0.9528870794988491,0.13077816037823908,"[224, 224]",512,128,0,4445,1821447,,512.0,/mnt/seals/models/4445/,max,vgg16,10.0,GRU,2.0,True
2673,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,14,2019-01-24 05:27:47,2019-01-24 05:27:33,2867,2019-01-24 05:27:21,2019-01-24 04:39:34,11,3,1,4,0.7054313099041534,0.9742261702837649,0.06473632144815528,0.9527754363658913,0.1319444465330706,"[224, 224]",512,128,512,4417,3086855,,512.0,/mnt/seals/models/4417/,max,vgg16,10.0,LSTM,2.0,True
1592,video_lrcnn_frozen,32,3,3125,60289,6388,0.2,3.0,2,2019-01-25 07:44:55,2019-01-25 07:44:53,1861,2019-01-25 07:44:52,2019-01-25 07:13:50,17,3,10,1,0.7235199999999999,0.9627082065867703,0.09459044177396864,0.9527686016590952,0.12906715551912598,"[224, 224]",512,256,0,5258,723463,,512.0,/mnt/seals/models/5258/,max,vgg16,15.0,SimpleRNN,2.0,True
1676,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,12,2019-01-24 03:59:14,2019-01-24 03:59:01,4035,2019-01-24 03:58:51,2019-01-24 02:51:35,20,11,4,2,0.7361022364217252,0.9824240352344066,0.044436500765056106,0.9527307828354366,0.14649757486688006,"[224, 224]",512,512,0,4377,4201991,,512.0,/mnt/seals/models/4377/,max,vgg16,10.0,LSTM,2.0,True
75,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,22,2019-01-24 21:06:44,2019-01-24 21:06:21,2977,2019-01-24 21:06:02,2019-01-24 20:16:25,24,2,16,3,0.6702875399361022,0.9731357999151042,0.0673626182810962,0.9527307803387118,0.12559671448465062,"[224, 224]",256,256,256,5035,1378823,,2048.0,/mnt/seals/models/5035/,max,resnet50,10.0,SimpleRNN,2.0,True
1987,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,18,2019-01-24 12:09:00,2019-01-24 12:08:42,3360,2019-01-24 12:08:27,2019-01-24 11:12:27,15,5,4,3,0.7373801916932907,0.9796590872790972,0.0509300879567994,0.95266379951201,0.13542702894689293,"[224, 224]",128,512,0,4633,1644551,,512.0,/mnt/seals/models/4633/,max,vgg16,10.0,LSTM,2.0,True
1743,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,14,2019-01-24 06:29:05,2019-01-24 06:28:51,4574,2019-01-24 06:28:39,2019-01-24 05:12:24,23,9,4,7,0.7415335463258785,0.98099543884532,0.04724602259381712,0.9526191399819629,0.16872873876235678,"[224, 224]",256,512,512,4481,4987911,,512.0,/mnt/seals/models/4481/,max,vgg16,10.0,LSTM,2.0,True
2505,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,13,2019-01-24 06:00:46,2019-01-24 06:00:32,3491,2019-01-24 06:00:20,2019-01-24 05:02:09,20,9,5,3,0.7361022364217252,0.9632988372086535,0.09170591957018086,0.9526191379510451,0.13635684149563965,"[224, 224]",256,512,256,4493,3084551,,512.0,/mnt/seals/models/4493/,max,vgg16,10.0,GRU,2.0,True
672,video_lrcnn_frozen,32,3,3065,58969,6268,0.2,3.0,9,2019-01-25 19:53:57,2019-01-25 19:53:47,7396,2019-01-25 19:53:45,2019-01-25 17:50:29,16,6,3,4,0.7386623164763458,0.9567521108798085,0.11168908959011688,0.952570897496728,0.13583157859129288,"[224, 224]",256,512,256,5316,10423047,,512.0,/mnt/seals/models/5316/,max,vgg16,75.0,SimpleRNN,2.0,True
3026,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,16,2019-01-24 09:41:00,2019-01-24 09:40:44,2491,2019-01-24 09:40:30,2019-01-24 08:58:58,12,3,4,2,0.7233226837060702,0.9759717039843738,0.05990026526221057,0.9525074984513808,0.139888849126879,"[224, 224]",128,512,0,4637,1234311,,512.0,/mnt/seals/models/4637/,max,vgg16,10.0,GRU,2.0,True
1241,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,29,2019-01-23 00:34:32,2019-01-23 00:34:02,1966,2019-01-23 00:33:45,2019-01-23 00:00:58,11,3,1,4,0.7156549520766773,0.953450049393248,0.11612360548468507,0.9525074955261138,0.12656471576447337,"[224, 224]",512,128,256,4427,936583,,512.0,/mnt/seals/models/4427/,max,vgg16,10.0,SimpleRNN,2.0,True
1178,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,30,2019-01-23 05:47:27,2019-01-23 05:46:56,2448,2019-01-23 05:46:34,2019-01-23 05:05:46,19,5,5,6,0.7246006389776358,0.963362699703763,0.0932886666499727,0.9524628378592942,0.12756929261287922,"[224, 224]",128,128,0,4699,115847,,512.0,/mnt/seals/models/4699/,max,vgg16,10.0,SimpleRNN,2.0,True
2473,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,28,2019-01-23 02:19:07,2019-01-23 02:18:38,2984,2019-01-23 02:18:14,2019-01-23 01:28:30,18,4,7,4,0.7015974440894568,0.968727024324418,0.07823333551034603,0.9524181809191332,0.1373099154859977,"[224, 224]",256,512,256,4488,1052167,,512.0,/mnt/seals/models/4488/,max,vgg16,10.0,LSTM,1.0,True
492,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,18,2019-01-24 13:07:49,2019-01-24 13:07:30,3478,2019-01-24 13:07:15,2019-01-24 12:09:17,16,6,5,2,0.7185303514376997,0.9787224593621461,0.05283502197986123,0.95237352830166,0.15446877788848973,"[224, 224]",128,256,128,4657,1051143,,512.0,/mnt/seals/models/4657/,max,vgg16,10.0,LSTM,2.0,True
793,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,5,2019-01-25 04:27:38,2019-01-25 04:27:32,2528,2019-01-25 04:27:28,2019-01-25 03:45:19,14,6,4,1,0.6712460063897764,0.973232774661944,0.06738537883545731,0.9523511990117595,0.13629751609857846,"[224, 224]",128,512,128,5141,2476935,,2048.0,/mnt/seals/models/5141/,max,resnet50,10.0,GRU,2.0,True
3301,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,1,2019-01-23 13:18:16,2019-01-23 13:18:14,1641,2019-01-23 13:18:13,2019-01-23 12:50:52,15,3,1,8,0.691866028708134,0.9696857491619406,0.07469718571253688,0.9523363835207383,0.13085386090994477,"[224, 224]",128,256,0,3129,724231,,512.0,/mnt/seals/models/3129/,max,vgg16,5.0,LSTM,2.0,True
3341,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,14,2019-01-24 07:27:37,2019-01-24 07:27:22,3093,2019-01-24 07:27:10,2019-01-24 06:35:36,13,4,5,1,0.7226837060702875,0.9767829753556815,0.05816011639073616,0.9522842153902165,0.1416035377213492,"[224, 224]",256,512,128,4497,3018759,,512.0,/mnt/seals/models/4497/,max,vgg16,10.0,LSTM,2.0,True
3414,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,19,2019-01-24 13:16:54,2019-01-24 13:16:35,2799,2019-01-24 13:16:18,2019-01-24 12:29:38,11,2,5,1,0.7287539936102236,0.9762224181779704,0.059196303877043555,0.9522842147753514,0.14499617873616202,"[224, 224]",128,128,0,4697,460679,,512.0,/mnt/seals/models/4697/,max,vgg16,10.0,LSTM,2.0,True
1927,video_lrcnn_frozen,32,3,3100,59739,6338,0.2,3.0,5,2019-01-25 17:36:06,2019-01-25 17:36:00,4042,2019-01-25 17:35:59,2019-01-25 16:28:37,16,4,2,7,0.7519354838709678,0.9699048105119755,0.07782222228063781,0.9522156746991616,0.16121036907303554,"[224, 224]",256,512,256,5307,5835527,,512.0,/mnt/seals/models/5307/,max,vgg16,40.0,SimpleRNN,2.0,True
2613,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,25,2019-01-22 22:59:27,2019-01-22 22:59:01,2034,2019-01-22 22:58:43,2019-01-22 22:24:49,14,1,7,3,0.7236421725239617,0.9620097911299261,0.09450541858993901,0.9521948994603445,0.1339087635371863,"[224, 224]",128,512,0,4635,413831,,512.0,/mnt/seals/models/4635/,max,vgg16,10.0,SimpleRNN,2.0,True
548,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,3,2019-01-25 01:31:47,2019-01-25 01:31:43,1076,2019-01-25 01:31:41,2019-01-25 01:13:45,10,4,2,1,0.6801916932907348,0.9685922072035155,0.07983336946001456,0.952194896907723,0.12647637449118748,"[224, 224]",256,128,128,5075,804231,,2048.0,/mnt/seals/models/5075/,max,resnet50,10.0,SimpleRNN,2.0,True
1752,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,25,2019-01-22 15:04:53,2019-01-22 15:04:27,1897,2019-01-22 15:04:07,2019-01-22 14:32:30,9,3,2,1,0.7036682615629983,0.9655517728674774,0.08454574511183087,0.9521803311194373,0.13906444852867078,"[224, 224]",256,512,0,2973,1775367,,512.0,/mnt/seals/models/2973/,max,vgg16,5.0,GRU,2.0,True
1842,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,26,2019-01-22 23:30:56,2019-01-22 23:30:30,1904,2019-01-22 23:30:12,2019-01-22 22:58:28,11,6,1,1,0.7293929712460063,0.9628943846291621,0.09249215626269719,0.9521725709529995,0.13086932532840984,"[224, 224]",512,128,128,4435,771719,,512.0,/mnt/seals/models/4435/,max,vgg16,10.0,SimpleRNN,2.0,True
594,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,26,2019-01-24 16:32:44,2019-01-24 16:32:18,3147,2019-01-24 16:31:54,2019-01-24 15:39:26,12,5,1,3,0.6594249201277955,0.9710118307708346,0.07392884730613279,0.9521725687543912,0.1398057953366342,"[224, 224]",512,256,512,4901,5839111,,2048.0,/mnt/seals/models/4901/,max,resnet50,10.0,GRU,2.0,True
2144,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,12,2019-01-24 04:01:24,2019-01-24 04:01:11,2121,2019-01-24 04:01:00,2019-01-24 03:25:38,9,3,2,1,0.7207667731629392,0.9700113409301592,0.0743413517498107,0.9521279154847883,0.13532607858722825,"[224, 224]",256,512,512,4485,4397319,,512.0,/mnt/seals/models/4485/,max,vgg16,10.0,GRU,2.0,True
1855,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,21,2019-01-22 18:52:24,2019-01-22 18:52:02,1847,2019-01-22 18:51:45,2019-01-22 18:20:58,12,1,5,3,0.7332268370607029,0.9680198231138779,0.07830684372373807,0.9521279152239364,0.14266200176614566,"[224, 224]",512,128,512,4419,1266311,,512.0,/mnt/seals/models/4419/,max,vgg16,10.0,SimpleRNN,2.0,True
2485,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,25,2019-01-22 23:39:48,2019-01-22 23:39:22,2361,2019-01-22 23:39:04,2019-01-22 22:59:42,18,5,5,5,0.74185303514377,0.9652028424086267,0.08601262223181928,0.9521279120937144,0.144505016829454,"[224, 224]",128,256,128,4659,509319,,512.0,/mnt/seals/models/4659/,max,vgg16,10.0,SimpleRNN,2.0,True
1476,video_lrcnn_frozen,32,3,3125,60289,6388,0.2,3.0,3,2019-01-25 08:17:20,2019-01-25 08:17:16,3803,2019-01-25 08:17:15,2019-01-25 07:13:51,17,8,4,2,0.73504,0.9755842809992384,0.06275044269555163,0.9521200651665666,0.1537670234058451,"[224, 224]",512,128,128,5259,2067335,,512.0,/mnt/seals/models/5259/,max,vgg16,15.0,GRU,2.0,True
3122,video_lrcnn_frozen,32,3,3120,60179,6378,0.2,3.0,4,2019-01-25 13:34:40,2019-01-25 13:34:35,4646,2019-01-25 13:34:34,2019-01-25 12:17:07,15,7,3,2,0.6932692307692307,0.9797888796858679,0.05359930190229856,0.9521121855774954,0.14309339700386456,"[224, 224]",512,128,128,5291,4508551,,2048.0,/mnt/seals/models/5291/,max,resnet50,20.0,GRU,2.0,True
3350,video_lrcnn_frozen,32,3,3115,60069,6368,0.2,1.0,6,2019-01-25 15:58:56,2019-01-25 15:58:50,4383,2019-01-25 15:58:49,2019-01-25 14:45:45,9,4,1,1,0.7232744783306582,0.9737658954813354,0.06748619942029681,0.952081855517536,0.1714891908203612,"[224, 224]",256,512,256,5296,5641223,,512.0,/mnt/seals/models/5296/,max,vgg16,25.0,LSTM,2.0,True
3259,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,15,2019-01-24 08:54:35,2019-01-24 08:54:20,2814,2019-01-24 08:54:05,2019-01-24 08:07:10,14,3,6,2,0.7293929712460063,0.9725066518015407,0.06852586240360391,0.9520609272051767,0.1393015236594074,"[224, 224]",128,128,512,4677,1004295,,512.0,/mnt/seals/models/4677/,max,vgg16,10.0,GRU,2.0,True
234,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,16,2019-01-24 11:27:24,2019-01-24 11:27:08,2621,2019-01-24 11:26:53,2019-01-24 10:43:12,13,3,4,3,0.7354632587859424,0.9703968719416959,0.07352880002418617,0.9520385997785036,0.1531790379328853,"[224, 224]",128,128,256,4685,674567,,512.0,/mnt/seals/models/4685/,max,vgg16,10.0,GRU,2.0,True
1556,video_lrcnn_frozen,32,3,3120,60179,6378,0.2,1.0,6,2019-01-25 11:14:05,2019-01-25 11:13:59,5046,2019-01-25 11:13:56,2019-01-25 09:49:50,14,4,6,1,0.7589743589743589,0.9717153459661085,0.0722286470175462,0.9520225988431723,0.13485162894309558,"[224, 224]",128,512,512,5290,6887943,,512.0,/mnt/seals/models/5290/,max,vgg16,20.0,LSTM,2.0,True
2598,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,16,2019-01-24 10:42:56,2019-01-24 10:42:39,3667,2019-01-24 10:42:24,2019-01-24 09:41:17,21,10,4,4,0.7070287539936102,0.9734858549829962,0.06628798954822257,0.9520162718114945,0.15658676353198508,"[224, 224]",128,256,128,4661,870535,,512.0,/mnt/seals/models/4661/,max,vgg16,10.0,GRU,2.0,True
564,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,28,2019-01-23 00:23:02,2019-01-23 00:22:34,3064,2019-01-23 00:22:16,2019-01-22 23:31:11,23,7,2,11,0.7258785942492012,0.9653967905937456,0.08603456593617814,0.9520162687558016,0.14587384093437541,"[224, 224]",256,512,512,4483,3216135,,512.0,/mnt/seals/models/4483/,max,vgg16,10.0,SimpleRNN,2.0,True
2023,video_lrcnn_frozen,32,3,3125,60289,6388,0.2,2.0,4,2019-01-25 09:32:14,2019-01-25 09:32:09,3521,2019-01-25 09:32:07,2019-01-25 08:33:26,13,3,3,4,0.7568,0.9785225089691886,0.054278320400461405,0.9520082470022595,0.14023582973682513,"[224, 224]",256,256,128,5272,1805319,,512.0,/mnt/seals/models/5272/,max,vgg16,15.0,LSTM,2.0,True
2372,video_lrcnn_frozen,32,3,3110,59959,6358,0.2,3.0,7,2019-01-25 16:28:18,2019-01-25 16:28:10,6142,2019-01-25 16:28:09,2019-01-25 14:45:47,12,2,4,3,0.7607717041800643,0.9864788688754688,0.03549675313980876,0.952006491504026,0.1709816553807176,"[224, 224]",256,512,256,5299,6296583,,512.0,/mnt/seals/models/5299/,max,vgg16,30.0,LSTM,2.0,True
2743,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,25,2019-01-22 15:38:49,2019-01-22 15:38:23,3487,2019-01-22 15:38:01,2019-01-22 14:39:53,26,7,7,9,0.7087719298245614,0.9577229523751741,0.10331005714189141,0.9519796859607863,0.12974661647268895,"[224, 224]",256,512,128,2965,2100487,,512.0,/mnt/seals/models/2965/,max,vgg16,5.0,GRU,2.0,True
3015,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,16,2019-01-24 09:04:31,2019-01-24 09:04:15,2859,2019-01-24 09:04:00,2019-01-24 08:16:21,15,3,6,3,0.7354632587859424,0.9755530597974169,0.061580610586353945,0.9519716158215796,0.13814825908854142,"[224, 224]",128,256,0,4669,543623,,512.0,/mnt/seals/models/4669/,max,vgg16,10.0,GRU,2.0,True
881,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,11,2019-01-24 02:38:50,2019-01-24 02:38:39,3101,2019-01-24 02:38:29,2019-01-24 01:46:48,17,5,5,4,0.7201277955271566,0.972885087188951,0.06839679268110027,0.9519046293120341,0.14842163561079122,"[224, 224]",512,512,128,4373,3805191,,512.0,/mnt/seals/models/4373/,max,vgg16,10.0,GRU,2.0,True
2806,video_lrcnn_frozen,32,3,3095,59629,6328,0.2,2.0,5,2019-01-25 16:28:50,2019-01-25 16:28:44,4020,2019-01-25 16:28:43,2019-01-25 15:21:43,15,3,4,5,0.7709208400646204,0.9744946844290426,0.0651948149025897,0.9518918346816159,0.16400739711658693,"[224, 224]",256,128,256,5309,1722759,,512.0,/mnt/seals/models/5309/,max,vgg16,45.0,SimpleRNN,2.0,True
2902,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,19,2019-01-24 13:40:04,2019-01-24 13:39:45,5209,2019-01-24 13:39:28,2019-01-24 12:12:39,27,5,6,13,0.6661341853035143,0.9774570635615261,0.05743135664753359,0.951882303655427,0.14196527975915035,"[224, 224]",512,256,256,4909,5181703,,2048.0,/mnt/seals/models/4909/,max,resnet50,10.0,GRU,2.0,True
3352,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,24,2019-01-22 13:40:31,2019-01-22 13:40:07,2156,2019-01-22 13:39:46,2019-01-22 13:03:50,15,7,2,3,0.6915470494417864,0.9659271587475832,0.08354863657640905,0.951779042662455,0.14492812163002333,"[224, 224]",128,256,128,3125,706695,,512.0,/mnt/seals/models/3125/,max,vgg16,5.0,GRU,2.0,True
